tweet,sentiment
no todos en el pp entienden que rajoy mantenga esa norma no escrita de rendir pleitesia al rey de marruecos con el viaje internacional,-1
"que si que si que montoro, como aido, ha dicho miembros y miembras del gobierno..",-1
alonso le contesta que el pp conocia el deficit y sabia lo que iba a hacer. le acusa de engaar a los espaoles,2
" corrupcion politica. las andanzas del director de empleo andaluz y su chofer, al que dio subv millonarias. twurl",2
"vuelve alonso con la responsabilidad de las ccaa del pp en el deficit, con los impuestos injustos, el recorte de servicios en ccaa.",2
"el decreto afectara sobre todo a la mitad sur de la provincia, leido en diario cordoba twurl",-1
que del debate sobre el mayor ajuste de la democracia vaya a quedar que montoro ha dicho miembros y miembras del gobierno.. es tremendo,2
"la junta salva del derribo nueve de cada diez viviendas ilegales, leido en diario cordoba twurl",-1
me ha dejado pasamado el ministro de hacienda diciendo que debemos dejar al margen las ideologias ante la crisis. dogmatismo o despotismo.,2
no es lo mismo estar dentro de las maquinas que fuera de las maquin. no podiamos conocer la informacion justifica montoro sobre el deficit,2
reflexion sobre el decreto de viviendas en suelo no urbanizable twurl,-1
montoro acusa al psoe de ocultar un agujero negro de . millones -twurl,2
montoro ni sale del escao en su primer debate. esta cansado del parlamento y no acaba de empezar. alude a la sala de maquinas: cuarto oscuro,2
"revista de prensa (abc punto radio,  de enero) twurl",-1
noticias descombacantes! esta disponible! twurl,1
"el grupo socialista no ha estado a la altura de las circunstancias culmina montoro. rajoy, que no quiso hablar, le dice muy bien y se va",-1
previsible cara/cara entre montoro y alonso.,-1
"el grupo mixto interviene denunciando  su composicion y la limitacion a su pluralidad, por boca de jorquera.",2
"en andalucia lab, un proyecto en marcha para mejorar la competitividad y garantizar la igualdad de oportunidades en el sector del turismo",1
er acusa del deficit al gasto militar y al gobierno central. rechaza por injustos los impuestos. critica el control presupuestario de ccaa.,2
un libro es un objeto impuro oigo decir a alain badiou. entiendo por que me gustan (los libros mas que badiou..),1
"amaiur dice que el ajuste lo aplauden los fuertes. critica la desigualdad creciente, el fraude fiscal y l apoyo a la banca. reclama soberania",2
los fascistas de amaiur pretendiendo dar lecciones de justicia y progresismo.,2
hacen un llamamiento a las izquierdas a hacer frente a estas agresiones que dice  son 'de juzgado de guardia'.,-1
rajoy ha tenido que tomar una medida durisima y contraria a sus opiniones por la situacion que se ha encontrado. yo haria lo mismo.,2
de la torre destinara la subida del ibi a politicas sociales.. twurl,-1
el pnv critica la conversion del pp a los impuestos y el recorte de imasde.,2
el presidente es contrario a subir impuestos. las medidas adoptadas responden a la situacion encontrada tras el paso del anterior gobierno.,2
"bailar, beber y esnifar twurl",-1
"si esto es verdad, lo de la fiscalia anticorrupcion es de gila. es el registrado? que se ponga twurl",1
"si bien estamos permanentemente estudiando como podemos bajar los impuestos, en madrid no hemos tomado ninguna medida nueva aun.",-1
"no comparto que, en un decreto de estas caracteristicas, nuestro grupo quede relegado en la intervencion.",2
continua con la exigencia de reforma fiscal progresiva y la defensa del estado de bienestar. se ofrece a la negociacion del presupuesto.,0
"dijeron en diciembre que el deficit era del % pero era del ,. habia que tomar medidas ante la necesidad de unos ingresos urgentes.",-1
upyd reconoce la grave situacion y la necesidad de medidas impopulares. discrepa del debate surrealista  entre pp y psoe sobre el deficit.,2
conoce mas sobre el alzheimer.  twurl,-1
"considera que el ajuste debe ser en ccaa y no en el estado central, pero preservando sanidad, educacion y servicios sociales.",2
"defiende el control previo de los presupuestos de las ccaa, como en la ue con los estados. critica los impuestos.",2
pa = progresa adecuadamente ;-),1
"cayo lara dice que 'entre todos la mataron y ella sola se murio'. ni una medida para el empleo sino para el ajuste, la recesion y mas paro.",2
exige lara la carta del bce que impone los ajustes y los recortes.,2
"creemos en gobiernos responsables, que gestionen bien el dinero de los espaoles y que sepan que el dinero publico es de todos.",1
anuncia que en meses volvera el gobierno con mas ajustes. propone alternativa con ingresos del fraude y capital para reactivacion economica,2
"noo, pero si charlamos usted y yo no podemos dejar al margen las ideologias aunque lo pida montoro. y no me parece bien que nos aparten.",2
"mi solidaridad con los trabajadores de canal,sobre todo con los que han denunciado el uso que el pp ha hecho del canal.. twurl",-1
"empleo, reforma fiscal, nuevo modelo, tasa tobin , medidas alternativas para dialogar.",0
"ciu hace un canto a su propia coherencia y coraje, en un inesperado ejercicio de humildad.",1
"anuncia su voto favorable, para cumplir con el deficit y evitar el ataque de los mercados, cosa que tambien hacen ellos en la generalitat.",2
"se traga sin pestaear las subidas de impuestos cuando no ha hecho otra cosa que influir en rebajas a las rentas, socied y patrimonios altos",2
"de acuerdo con que el gob controle los presupuestos de las ccaa. y mas aun, en dejar de gastar en cuestiones no esenciales por obligacion.",2
yo normalmente tomo notas de las intervenciones. el twitter me permite compartirias con muchos. no se por que molesta a algunos.,-1
"para nuestra sorpresa, ciu vota a favor y no piensa que el estado autonomico es el problema.. ;-)",1
termina el pp. incienso para los propios y critica a los ajenos. la nefasta  herencia recibida y el acierto del rajuste. normal.,0
ciu votara a favor de los recortes de rajoy twurl,2
un mueco que canta(y le han hecho en juguete! ;) twurl,1
"mandobles en la ultima intervencion del  pp  que apoya al gobierno. siempre me ha parecido de mal estilo, hagalo quien lo haga. monologo",2
"ups!!  que si que si que montoro, como aido, ha dicho miembros y miembras del gobierno..",-1
elecciones andaluzas  de marzo,-1
elecciones andaluzas el  de marzo. para esa fecha ya se conocera el paquete de ajuste del gobierno. la baza del psoe: los recortes,2
chacon: rectificar es de sabios. twurl,-1
el nuevo round electoral entre pp y psoe sera el  de marzo en andalucia. ya es oficial..,1
el  de marzo se celebraran las elecciones andaluzas,1
convalidado decreto ley de ajuste fiscal con el voto a favor de pp y ciu,-1
el decreto de ajuste no se tramitara como proyecto de ley,-1
las elecciones en andalucia se celebraran el  de marzo  twurl (ep),1
un policia recibe una brutal paliza por defender a una mujer que estaba siendo agredida. un nuevo caso neira?,2
el gobierno de rajoy saca adelante en el congreso su primera ronda de recortes con el apoyo de ciu,-1
aprobado el decreto ley de medidas de ajuste con el apoyo de ciu. el gobierno espera atraer mas votos en proximas iniciativas.,1
de una escocesa  empezamos a creer que cameron quiere deshacerse de escocia para poder tener mayoria tory para siempre,1
menudo retrato sociologico. la mujer de camps ante los regalos: 'no puedes imaginar la expectacion' twurl,1
tensiones con los militates. pakistan pm sacks defence secretarytwurl,2
"esta noche vuelvo a participar en 'una mirada en el mundo'. sobre la mesa, la reunion secreta de zapatero con el ministro del interior",-1
"alemania paga solo el ,% de interes por deuda a cinco aos.!!",-1
curiosa imagen de los portavoces de ciu felicitando a montoro y a alfonso alonso por la convalidacion del decreto que ellos tambin han apoyado.,1
"el 'si' de ciu al ajuste de rajoy, tras votar contra su investidura, es un giro copernicano. lograra alguna contrapartida la generalitat?",1
"si el modelo de partido es un reflejo del tipo de politica que defendemos, es necesario un cambio de cultura politica en nuestra organizacion",1
acto de traspaso de la presidencia de conferencia de asambleas legislativas de regiones europeas al presidente del parlamento de extremadura,-1
fecha esperada el  de marzo. grian lo anuncia hoy para desviar la atencion del asunto de los eres y la cocaina,2
"pues los he oido todos, del primero al ultimo y la verdad que hay talento en barcelona, mucho talento! impresionada twurl",1
da gusto escuchar voces tan bonitas.. un placer para los oidos!!,1
"por primera vez en democracia la oposicion no presidira la comision mxt para la union europea, el pp rompe una norma de estado no escrita",2
este jueves nuevo acto de la candidatura.esta vez en valencia con militantes de la provincia.a las : en el jardin botanico.os esperamos.,1
me comentan que por fin hemos salido en canal..,-1
la foto de draghi al volante guida telefonando e senza cintura! twurl le van a quitar la mitad de los puntos de carne.,-1
"la economia alemana decrecio iv trimestre . horrorosa noticia para alemanes y espaoles. les vendemos de todo, nos mandan turistas",-1
. millones ocultos.. como pueden criticar ahora?  twurl,2
el dia twurl,-1
el debate sobre deficit publico no es un debate entre el estado y las ccaa sino sobre que gastos hay que priorizar y como financiarlos,2
el debate sobre deficit publico es tambien un debate sobre la sanidad y la educacion publica y como financiarlas,2
"elecciones andaluzas el  de marzo, dia de san dimas, el buen ladron.",1
quepa quepaassa!!,-1
quien sera mi follower  ? me gusta ese numero ;-)),1
me voy a comer una fabada! de la suegra espectacular!!;-),1
hasta luego!!,-1
"el ministro del interior confirma reunion  discreta en si despacho con zp.  horas. olvida el pp que el psoe es indiscreto, pero mucho.",2
"puede nevarr! o sea que el domingo va a llover, despues un mes de anticiclon. pues que bien..",1
mi regalo de hoy twurl,1
viendo otra movida:-),1
que paseis buena tarde.. abrazo!,1
muere un periodista belga y varias personas resultan heridas por un proyectil lanzado contra una manifestacion pro-asad en homs (efe),2
"segun europapress, el periodista fallecido en un ataque en homs seria frances",2
interior destituye a toda la cupula policial para renovarla por completo  twurl gran noticia,1
esta parece ser la identidad del periodista asesinado hoy en homs: de france  gilles jacquier,2
nunca mejor dicho. pero el instituto era el.  noos a urdangarin: 'ha enriquecido enormemente el instituto' twurl,2
el bipartidismo esta en las propias normas del congreso. el debate de hoy solo permitido entre pp y psoe. los demas grupos fijando posicion.,2
"hoy hemos propuesto al gobierno que pida a la mesa que suprima los planes de pensiones a todos los diputados y diputadas. montoro, mutis.",1
"bueno, al fin hablo grian, y.. dimite pronto!",-1
"el tc aborta el ultimo intento de garzon para retrasar el juicio por escuchas de gurtel, que comenzara el  twurl",2
no se puede luchar contra el fraude cuando el gobierno solo cubrira una de cada diez plazas de tecnicos de hacienda que se jubilen.,2
paseando a las miss daisys twurl,-1
"ni una sola de las medidas del decreto convalidado hoy en el congreso, crea empleo. solo destruyen mas.",-1
las propuestas del decreto ni son pan para hoy y si son mas hambre para maana,-1
el gobierno sancionara a las comunidades que incumplan el deficit twurl me parece una buena medida,2
llamar a moncloa en estos primeros dias de gobierno es una aventura apasionante pero frustrante desde el punto de vista informativo,-1
"hace un rato cosido comia placidamente en el congreso, y no parecia tener remordimientos por haber fulminado a la cupula policial",-1
"igual que el llanto es hijo de la alegria y la tristeza, el humor es pariente de quien lo genera y quien lo percibe.",2
el juez imputa a los mandos politicos de mossos y guardia urbana por las cargas a los indignados de barcelona twurl,2
otra vez rubal jugando al escondite. el psoe tumba el debate entre candidatos que habia impulsado chacon twurl,-1
"a los especuladores financieros les interesa que los paises se endeuden. si no, con que van a especular?",2
un modelo virtual predice el efecto de la radioterapia intraoperatoria twurl,-1
con mi amigo queco y el maestro kisko garcia en el restaurante el choco twurl,1
duelo de fabricantes de chips twurl,-1
intel hara procesadores para telefonos moviles twurl,-1
"cecilia muoz, nueva directora de politica nacional de obama twurl",1
el 'ultrabook' quiere jubilar al portatil twurl,1
la sensibilidad es lo que mas diferencia a mujeres y hombres twurl,1
obama impide la venta de la pildora del dia despues sin receta twurl,-1
la ue crea un comite para estudiar las enfermedades raras en red twurl,2
"el cine sube un % en siete aos, casi  puntos por encima del ipc twurl",-1
"diariosur.es: la economia, eje de la convencion regional del pp en malaga  twurl",-1
"espaa presupuesto para pagar intereses de deuda, en , . millones de euros.",2
y todavia hay quien se pregunta que es el periodismo muere un periodista frances en una manifestacion en la ciudad siria de homs.,2
"la direccion del psoe impide un debate cara a cara rubalcaba-chacon, para no restar protagonismo a los militantes. (?)",2
marcelino iglesias comunica a chacon y rubalcaba que no habra debate para evitar el riesgo de ruptura del psoe. twurl,2
es curioso que marcelino iglesias descarte el debate cara a cara rubalcaba-chacon y se diga a continuacion que ambos lo habian aceptado.,2
twurl el ayuntamiento de sevilla invierte . euros en el acondicionamiento de la plaza marcelino cha twurl,-1
"solo con que no se hubiera suprimido el impuesto de patrimonio en , no hubiera sido necesario el recorte de . mill .",2
"el num. viajeros recibidos en nov en ext sube un ,% mas que el mismo mes del ao anterior.. hubo un total de . pernoctaciones",1
segun esto no habria debate en generales. cuando en un partido se tuercen las cosas..m.iglesias: un debate degrada la democracia,2
el partido socialista de madrid (t. gomez) lamenta que no haya debates entre candidatos y pide que se reconsidere la decision,2
oscar wilde: aconsejar economia a los pobres es a la vez grotesco e insultante. es como aconsejar que coma - el que se esta muriendo de hambre,2
"hay que reir, claro, pero con cuidado, que la risa es una mascara.",1
con el club de fans en cordoba twurl,1
descargas gratis en argentina para animar el pago de impuestos twurl idea para rajoy ahora que el canon digital es universal,2
chacon propone un debate; rubalcaba dice que acepta y marcelino iglesias dice que no se celebra. por que? (mourinho dixit),2
quien es marcelino iglesias?,-1
sarkozy reune a los electos locales para asociarlos al ahorro presupuestario..,-1
tendra algo que ver que el pp le haya cedido amablemente a ciu las presidencias de dos comisiones del congreso con su apoyo al tijeretazo?,2
 es el ao de las culturas por la paz y la libertad. os animo a participar en los numerosos actos programados twurl,1
por fin alguien pone sentido comun a los empleados publicos. :una enfermera perdera  euros de sueldo  twurl,2
con la representante del club de costa rica en cordoba twurl,-1
 dias de hedor en leon. ayto no encuentra origen. anonymous lo reivindica y vincula su fin a dimision politica con  cargos  sueldos,2
"aqui explican mejor la historia del hedor de leon twurl, el video de anonymous e isabel carrasco",1
la autoridad!! di stefano: si el publico pita a cristiano es porque no estan contentos con el twurl,2
costa rica twurl,-1
viendo roma-fiorentina. vamos roma!!,-1
club de fan twurl,1
le sacaras mas partido dejandome la vista entre las paginas de epn estoy paseando por paris y me han entrado ganas de volver..,1
cuando la corrupcion se disea desde dentro  twurl,2
"acabe  buena novela negra ambientada en belfast,que retrata como actuo el terrorismo alli,sus trapicheos,sus politicos.. twurl",1
y ahora comienzo con uno de mis escritores favoritos..  twurl,1
quien no ha afrontado la adversidad no conoce su propia fuerza  twurl,2
pero que cara la de bono. como es posible que el consulado espaol en miami le cuele en la aduana y le ponga coche oficial?,2
maana pre estreno de la chispa de la vida! tengo muchas ganas de verla. enhorabuena a andres vicente.,1
la bomba roures ofrece vender un cuadro de antonio lopez para salvar a 'publico' twurl,1
"veo en tve a caballero bonad diciendo que su ultimo libro sera el ultimo, y deseo que este buen hombre y poeta no deje de escribir.",1
tarde de funerales. han muerto los padres de dos buenas amigas.. mal comienzo de ao!,2
soy mitt romney y apruebo este mensaje twurl,1
ministro de exteriores ha invitado a comer a todos los ex.se agradece el gesto.grata reunion.,-1
partidos politicos egicios se comprometen a proteger las libertades fundamentales en la nueva constitucion.que asi sea twurl,1
"alaa'madrid quiere bajar el irpf por creerse mas chulos que nadie' felip puig, cunselle. no nos lo creemos, lo somos.",-1
"hay nuevas declaraciones de bienes en la web del congreso. esta, por ejemplo, la de cayo lara twurl",1
"aunque mi preferido es telmo martin, diputado y concejal del pp en pontevedra. y millonario twurl",1
"telmo martin es, al mismo tiempo, constructor, diputado, concejal y lider de la oposicion municipal. con rajoy es posible.",1
"de eso nada querido. reconoce que, de momento voy ganando en elelegible romney. uf. suena a obama contra obama-lite",1
"acabo de oir a montoro diciendo en el congreso miembras. por dios!! y yo crei que lo de aidos, pajines etc era irrepetible!",-1
"bueno, os dejo, hoy comienzo a grabar el nuevo disco, voy a trabajar con julio reyes un productor colombiano.. ;) deseadnos suerte.",1
"bueno, planeta creativo, se me acabo el recreo. ha sido un placer. salu",1
jo. en el pase de barcelona uno de los altavoces estaba apagado en la primera sec. casi me da un pasmo.,-1
ejemplo de democracia interna: la direccion del psoe (=rubalcaba) impide el debate entre candidatos,1
pero contento.,1
"estoy harta. no quiero financiar sindicatos, patronal ni part pol.y ojo con las subvenc. merece + la industr cinematograf que la empresa? porque?",2
me encanta este sitio twurl,1
la noche es corta y el dia mas. que os cunda el jueves.hasta maana.,-1
la noticia mas comentada de em de maana sera la que va en portada a tres columnas por abajo.,-1
os dejo una fotito con mi bro. twurl,1
"si el tipo este de la junta fue capaz de enchufar millon y medio de euros a su chofer, que habra hecho con su familia y amigos?",1
"hola, buenas noches a todos. esta es la portada de hoy, jueves  de enero twurl",1
buenas noches:-),1
"portada de 'publico', jueves. montoro 'se asombra' por el desvio del deficit en las autonomias del pp.. twurl",-1
"por cierto cambio de foto, espero que os guste..;-) muac!!",1
montoro y de guindos deberian pactar al menos a quien deciden echar la culpa del tijeretazo que van a aplicar y que el pp oculto el -n.,2
"en zaragoza, celebrando el aniversario del amiguete luis alegre! twurl",1
"si chacon dice que quiere debate y rubalcaba dice que acepta, quien va a creer que 'la direccion' del psoe lo impide?",-1
ya estamos en cuartos! amunt valencia!!,-1
si chacon y rubalcaba 'insisten' en debatir sus propuestas cara a cara.. seguro que convencen a 'la direccion' del psoe.,-1
" de marzo, elecciones andaluzas y san dimas (el buen ladron). vaya ojo",1
"curiosidad del insomne: si rajoy asiste de oyente en el congreso cuando recorta . millones, para que medida reserva su oratoria?",2
habeis visto el recorrido de la vuelta a espaa ?twurl,-1
lo intentamos pero no alcanzo. pero en el futbol siempre hay revancha. en dos semanas tendremos esa oportunidad. todavia no esta nada dicho,2
"vaya publico guapo el de cordoba seores, gracias.  y maana tocamos en cadiz, cantare por primera ver en el gran teatro falla, otro sueo",1
los hermanos kalabazov twurl,-1
desde zaragoza.. muy buenas noches followercetes! twurl,1
"buenos dias a todos, que tengais un estupendo jueves :-)",1
vamoss que ya queda menos!! buenos dias de jueves!!,1
"buenos dias madrugadores!! hoy os dedico este video, me parece brillante!! twurl",1
"hosp.gregorio maraon,madrid,crea simulador virtual.imagen de ven comportamiento organos n cirugia oncologica.calcula tambin radiacion necesaria",-1
 aos de trabajo del equipo multidisciplinar del hosp.gregorio maraon para crear el simulador virtual de cirugia oncologica intraoperatoria,1
"simulador virtual creado por hosp.g.maraon,entre otras cosas,permitira que el tratamiento de un cancer de mama precoz,pase de las /semanas a h",2
buenos dias a todos!,-1
buen jueves ;-)),1
buenos dias a todos! asi amanece madrid: twurl,-1
h.clinton niega participacion alguna en la muerte del cientifico nuclear irani  y condena la accion twurl,2
editorial: gobierno pakistan y su relacion con militares. twurl,-1
los papeles del engao: zapatero oculto al pp la verdad del deficit del % en el traspaso de poderes. twurl,2
"muy interesantenegociciones con talibanes,momento de decisiones dificiles twurl",-1
buenos dias. menos mal que con rajoy la crisis es europea y las medidas inevitables. no como antes que todo era culpa de zp. ah! que esto tambin!hasta?,-1
portada abc twurl ..,-1
portada el mundo twurl ..,-1
portada la razon twurl ..,-1
portada la vanguardia twurl ..,-1
portada la gaceta twurl ..,-1
portada publico twurl ..,-1
portada el periodico twurl ..,-1
portada el faro de ceuta twurl ..,-1
"ya lo decia mi abuela: quien no se conforma, es porque no quiere. pues eso. a seguir trabajando!",-1
portada  minutos - sevilla twurl ..,-1
pues sigo pensando que si todavia falta recortar .m de deficit es inevitable subir el iva en marzo.,2
"solo para informacion: el actual deficit es consecuencia, a medias, entre caida de ingresos y subida de gastos, vinculado a la crisis.",2
"el hallazgo de  cadaveres, miembros de una familia, eleva a  los muertos por el corrimiento dl lunes en jamapara, brasil,segun defensa civil",2
"el euro abre al alza en el mercado de divisas de francfort. se cambia a , dolares, frente a los , de la jornada anterior",1
el tesoro espaol tiene previsto colocar este jueves hasta un maximo de . millones de euros en bonos del estado (servimedia),1
google muestra imagenes de juego basado en google maps.se inclinara la superficie para mover bolita de un punto a otro dl mapa,-1
"subida del irpf, ibi, hipotecas, luz y gas, cuanto supone para los presupuestos familiares? twurl",-1
"despues de dos aos, haiti estancada en la enfermedad y la pobreza. la comunidad internacional solo ha enviado el % de la ayuda.",2
la prima de riesgo de espaa abre sin apenas cambios en  puntos basicos,-1
"oido en la calle: aqui todos estan locos, cada uno va a la suya, menos yo que voy a la mia. pues eso.",2
"air europa: jornada de huelga de pilotos.ayer la compaia registro en m de empleo y s.s.propuesta de ere,que preve la salida de  empleados",2
mendez sugiere que ya se ha tragado suficientes sapos. lo dice en el correo. twurl,2
"buenos dias, que facil y confortable es gobernar con recursos y que complejo es hacerlos sin ellos. es tiempo de audacia en la gestion.",-1
"vuelvo a asturias, a sorprenderme con la capacidad de cascos de sumar conflictos a la crisis. ahora el festival de cine de gijon.",2
"en el blog, sobre andalucia: subvenciones por la nariz twurl",-1
b. dias. me pregunto que dira el notario donde ciu registro su compromiso de no pactar con el pp tras la votacion de ayer en el congreso.,1
google desata la guerra de las redes sociales y rompe neutralidad de busquedas con google+ twurl atrapados en el ecosistema,2
artur mas empieza su conferencia en un abarrotado salon del hotel intercontinental de madrid.,-1
"en el desayuno informativo de europa press, escuchando al presidente catalan artur mas",-1
"artur mas cuando veo que un gobierno llega, abre los cajones y se encuentra  puntos mas de deficit pienso: me suena esa musica",2
bdias. deberia ser imputada la infanta cristina si como revela em ella misma declaro un fuerte incremento patrimonial gracias a noos?,1
creo que voy a preguntar a artur mas por que prefiere recortar en sanidad antes que cerrar las embajadas catalanas..,-1
"mas, su hoja de ruta: decir la verdad,  tomar decisiones aunque sean impopulares,  explicarlas,  ser coherente y  asumir errores.",0
"artur mas, objetivos:  corregir deficit,  poner bases de crecimiento,  salvaguardar estado de bienestar y  preservar autogobierno.",2
el gobierno fuerza la estrategia de la denuncia de la herencia oculta twurl,2
"amaiur lleva hoy al congreso, en su primera iniciativa, la situacion de los presos de eta twurl",2
islam politico  sin petroleo. t. friedman twurl,-1
artur mas:  los valores de catalua no han sido ni la pereza ni el subsidio..,-1
si fuerais uno de los delegados del psoe a quien votariais? rubalcaba: 'carme no es la solucion para el psoe' twurl,-1
"artur mas hay alterntativa a las politicas de control del deficit? si, pero fuera del euro y fuera de europa. dentro no la hay.",2
los papeles del engao en abc. el psoe oculto el deficit y ahora se hace el sueco.vergonzoso twurl,2
"la audiencia de tv intereconomia de ayer demuestra que somos referencia informativa de este pais..y los clones la guinda, y punto pelota!",1
artur masla votacion de ayer con el pp fue como un deposito a plazo y aade: es muy importante que se paguen las deudas contraidas,0
la pugna por el poder socialista empieza a tomar un rumbo fratricida.  rubalcaba: carme no es la solucion para el psoe.,2
artur mas desmiente que este dispuesto a apoyar al gobierno del pp a largo plazo la votacion de ayer compromete a corto plazo,-1
artur mas nuestra formula es mas europa y mas catalua y no se lo tomen a mal,2
madre coraje y mecenas contra la diabetes. la sociedad civil en valencia haciendo lo que debe hacer el pp twurl,2
word y excel para el ipad? twurl,-1
la vieja y conocida tecnica de el mundo  contra rubalcaba..,2
"esto no puede ser verdad, que horror! los griegos abandonan a sus hijos en la calle porque no pueden mantenerlos twurl",2
artur mas esquiva incomodo el caso urdangarin social y mediaticamente ya ha sido juzgado. esperemos ahora al juicio legal,2
"el rajuste es un arma de destruccion de empleo publico directo y tambien privado, al recortar la inversion. no es sacrificio es sadismo.",2
"acabo de terminar una carrera de , km con un ritmo de '/km y un tiempo de :",-1
 aos ya desde el terremoto de haiti.la comunidad internacional no ha desembolsado ni la mitad de los fondos que prometio twurl,2
el pentagono investiga el video de los marines orinando sobre cadaveres afganos. twurl,-1
lo peor del rajuste es que nos lleva a la depresion economica y colectiva. ademas manipula el valor de la solidaridad solo entre asalariados,2
"pujol a lo suyo..usando el victimismo de siempre,echando culpas fuera..pero votan junto al pp los recortes.. twurl",2
trinidad jimenez adjudico  millones el dia despues de perder las elecciones.. twurl,2
"en unos meses con mas depresion, paro e incapaces de cumplir con el dogma de la estabilidad, vendran con mas ajustes. ajuste interminable",2
solo quedan reservas de sangre para tres dias en valencia. twurl,-1
"creciente frustracion ciudadanos con poderes politico y economico y la rapidez de la movilizacion publica en redes sociales,mezcla compleja.",0
policia fuera de servicio agredido por un maltratador twurl,2
 si cuando pactaba zp con ciu le acusan de vender espaa  que decimos del acuerdo de rajoy con ciu?,-1
"la trenza de almudebar!(no se si se llama asi, pero que cosa mas rica) twurl",1
no hay mal.. el entrenamiento cerebral con videojuegos mejora algunas funciones cognitivas twurl,2
decia keynes que estos ajustes de deuda desahucian a una generacion y favorecen el rencor y el autoritarismo.,2
el comisario principal eugenio pino sera el 'hombre fuerte' en la policia. el director de seguridad de esperanza aguirre el mando contra eta,2
"espaa coloca . millones en bonos, el doble de lo previsto y a menor interes, en la primera subasta de deuda del ao.",2
os dejo nuevo post en mi blog twurl,1
atencion! una buena noticia economica! el tesoro coloca el doble de lo previsto y a menor interes twurl,1
la direccion del psoe rechaza el debate entre candidatos que habia propuesto chacon. esta es la renovacion que ofrecen a sus militantes?,2
"si chacon y rubalcaba estan de acuerdo en debatir, deberian hacerlo, independientemente de lo que opinen zapatero y marcelino iglesias.",1
"obama y hillary clinton tuvieron una decena de debates, durisimos todos. division? para nada: hoy clinton trabaja con obama en su gobierno.",-1
rubalcaba: me presento porque creo que lo puedo hacer mejor que chacon twurl,1
"si chacon y rubalcaba no reclaman el debate frente a la direccion, habra que deducir que en realidad prefieren no hacerlo.",2
los consejeros decidian las ayudas directas del fondo para empresas  twurl twurl,1
la idea de que los debates dividen es pueril. dividen mucho mas las pualadas bajo la mesa que se lanzan que un debate publico.,2
ccaa piden al gobierno + financiacion para prestaciones sociales a cambio de asumir otros ajustes de gasto. cuadrara el circulo?,2
la trenza? impresionante. twurl,1
amaiur reclama en el congreso que se afronten las consecuencias del conflicto refiriendose a la situacion de los presos.,2
esto para los que critican tanto..pastor dice que aena no se debe privatizar en el peor momento de la crisis  twurl,2
el argumento de que los estatutos del psoe no dicen nada de debate es ridiculo. dicen algo de que los candidatos tengan twitter?,2
los papeles del engao  twurl asi dejaron el pais los socialistas que tanto critican ahora los recortes..,2
"amaiur pide a rajoy que actue con inteligencia, ambicion y valentia. el primer paso que ellos piden es cambiar politica penitenciaria.",1
un ministro con coche oficial que barbaridad mas grande.. estos son los socialistas andaluces twurl,-1
"la television inteligente necesita un sistema y estandares para facilitar el uso y el negocio. google, apple, hbbtv? twurl",1
toma ya.. guerrero pide volver a la junta y amenaza con tirar de la manta  twurl,2
como puede un tipo asi volver a la funcion publica? guerrero pide volver a la junta y amenaza con tirar de la manta  twurl,2
se repite la pregunta a amaiur. los etarras deben pedir perdon? cada una de las partes tiene que afrontar su responsabilidad en conflicto,2
"y amaiur, condenara el terrorismo? amaiur estara a la altura cuando le toque, dice errekondo",2
"en tenerife reunido con paulino rivero, hablando de bastantes cuestiones que como archipielagos nos afectan de similar forma.",2
"interior cesa al jefe de policia en el pais vasco enrique pamies, imputado en el caso faisan.  le sustituye del amo.",2
en un ave rodeado de niebla camino a madrid. muy metaforico todo.,-1
primera buena noticia de la nueva era. espaa subasta el doble de la deuda prevista tras el 'tijeretazo' de rajoy twurl,1
uno de rubalcaba: chacon apenas tiene equipo. solo se salva fran caamao. uno de chacon: rubalcaba tiene el equipo del desastre n,2
esto es lo que nos oculto zapatero twurl,2
"confundes metaforico con bucolico don perfecto. si no pillas la 'metaforica' no es culpa mia, doa bucolica.",1
 a que manta se referira..?  twurl,-1
nunca se vio: coincidencia en la foto de portada de publico y la razon. twurl,-1
me da penita quitarlo twurl,2
rajoy no ha comparecido en publico desde que anuncio los ministros el  de diciembre. pero el sabado reaparece en un mitin del pp!!,-1
en el bus de camino a pamplona. feliz dia.,1
"el director de rtvv, miquel dominguez, sobre el ere. ejemplo de la desfachatez de la gestion de las autonomicas del pp twurl",2
lo suscribo.monti: solo podemos pedir mas sacrificios a los ciudadanos si se les ofrece un horizonte de esperanza.,-1
"pesar en el estado nacion europeo como una fase historica que deberia ser mejorada por la union europea,dijo el visionario. y yo le apoye.",1
sera el ao  un ao de urgencias o de emergencias.si solo lo primero sera ordenado.si lo segundo..,2
anoche en el restaurante ouh babbo las horas corrian como polvora al lado de bruno squarcia y antonio. que risas! twurl,1
bueno pues me he dado cuenta de que me han robado la rueda de repuesto del coche..estamos bien,1
twurl aqui esta el primer videocapitulo del ao que pertenece a mis conciertos de cordoba de los dias  y  de enero.,1
"en la toma de posesion de mercedes fernandez como directora del instituto de estudios sobre migraciones de icade, upco.",-1
"la directora saliente, cristina gortazar, doctora de derecho penal internacional y derechos humanos seguira su labor en eeuu. profesora mia.",-1
ojo al dato! en  cada espaol vio de media casi  horas de tele al dia. pues no deciamos que la tele se moria? twurl,-1
otra prorroga de terratpack en barcelona. estaremos en el tivoli en febrero. desvordados de cario. gracias,1
